ItemID|Category|Manufacturer|Model|Description|CurrentStock|ReorderLevel|UnitCost|MarkupPercentage|SupplierID|LastOrderDate|LeadTime|Discontinued
572|Biometric Security|Cisco Meraki|CIS-6625|Cisco Meraki Biometric Security - Premium Series|6|2|5221.02|46|148|2020-12-30|33 days|No
573|Smart Glass Solutions|KEF|KEF-7062|KEF Smart Glass Solutions - Premium Series|1|2|23893.68|39|130|2022-12-20|24 days|No
574|Voice Control Systems|Stewart Filmscreen|STE-9502|Stewart Filmscreen Voice Control Systems - Premium Series|4|4|10223.25|26|144|2022-09-29|44 days|No
575|Smart Glass Solutions|Cisco Meraki|CIS-1124|Cisco Meraki Smart Glass Solutions - Premium Series|3|3|20816.51|43|160|2021-04-04|19 days|No
576|Biometric Security|Dynaudio|DYN-8884|Dynaudio Biometric Security - Premium Series|7|2|22688.36|29|13|2025-02-14|10 days|No
577|Automated Door Systems|Ubiquiti|UBI-6967|Ubiquiti Automated Door Systems - Premium Series|3|4|16050.35|42|79|2020-06-25|5 days|No
578|Smart Home Processors|Anthem|ANT-4548|Anthem Smart Home Processors - Premium Series|2|3|3055.04|45|159|2020-08-07|15 days|No
579|Automated Door Systems|Barco|BAR-7983|Barco Automated Door Systems - Premium Series|7|3|13143.69|58|12|2021-05-02|9 days|Yes
580|Smart Glass Solutions|Marantz|MAR-2787|Marantz Smart Glass Solutions - Premium Series|4|1|26205.29|34|10|2024-07-01|44 days|No
581|Luxury Control Interfaces|Anthem|ANT-9580|Anthem Luxury Control Interfaces - Premium Series|7|5|10598.52|58|16|2023-11-26|10 days|No
582|Automated Door Systems|Sony Professional|SON-3126|Sony Professional Automated Door Systems - Premium Series|3|5|20865.18|25|135|2022-01-09|20 days|No
583|Enterprise-Grade WiFi|Axis|AXI-8014|Axis Enterprise-Grade WiFi - Premium Series|6|1|11126.08|33|84|2023-02-15|24 days|No
584|Smart Glass Solutions|Dynaudio|DYN-5579|Dynaudio Smart Glass Solutions - Premium Series|4|2|11490.89|53|36|2022-06-24|37 days|No
585|High-End Networking Equipment|Dynaudio|DYN-6562|Dynaudio High-End Networking Equipment - Premium Series|6|3|9348.25|42|82|2023-07-18|37 days|No
586|Automated Door Systems|Integra|INT-2944|Integra Automated Door Systems - Premium Series|1|4|4979.26|33|86|2023-06-12|22 days|Yes
587|Cinema Room Acoustics|Crestron|CRE-6027|Crestron Cinema Room Acoustics - Premium Series|5|2|24281.4|27|151|2024-06-29|12 days|No
588|Motorized Shading|Sonos|SON-2896|Sonos Motorized Shading - Premium Series|5|3|26362.26|33|18|2024-12-01|44 days|No
589|High-End Networking Equipment|Ubiquiti|UBI-7974|Ubiquiti High-End Networking Equipment - Premium Series|8|2|13271.69|58|26|2023-07-21|16 days|No
590|Smart Home Processors|Screen Innovations|SCR-4638|Screen Innovations Smart Home Processors - Premium Series|6|4|10677.76|56|113|2022-10-20|12 days|No
591|Smart Home Processors|Barco|BAR-9442|Barco Smart Home Processors - Premium Series|2|3|4210.41|25|74|2022-01-20|11 days|No
592|Premium Speakers|Linn|LIN-2734|Linn Premium Speakers - Premium Series|2|2|22169.49|36|17|2024-07-12|37 days|No
593|Smart Glass Solutions|Kaleidescape|KAL-2517|Kaleidescape Smart Glass Solutions - Premium Series|0|4|24176.61|25|3|2021-09-16|43 days|No
594|Distributed Audio Systems|Triad|TRI-8588|Triad Distributed Audio Systems - Premium Series|5|1|11486.93|56|137|2021-02-21|13 days|No
595|Custom Lighting Controls|Stewart Filmscreen|STE-3899|Stewart Filmscreen Custom Lighting Controls - Premium Series|2|3|14316.68|30|123|2022-07-22|45 days|No
596|Smart Home Processors|Somfy|SOM-7208|Somfy Smart Home Processors - Premium Series|2|5|15504.31|42|9|2020-10-04|33 days|No
597|Smart Glass Solutions|Bowers & Wilkins|BOW-4950|Bowers & Wilkins Smart Glass Solutions - Premium Series|1|4|14104.32|54|14|2025-01-16|27 days|No
598|Luxury Control Interfaces|NAD|NAD-8490|NAD Luxury Control Interfaces - Premium Series|3|2|26414.0|55|114|2020-05-09|14 days|No
599|Voice Control Systems|Linn|LIN-3978|Linn Voice Control Systems - Premium Series|2|2|25467.52|36|148|2021-10-29|4 days|No
600|Cinema Room Acoustics|Linn|LIN-7997|Linn Cinema Room Acoustics - Premium Series|5|5|20405.84|35|20|2024-02-09|9 days|No
