ProjectID|CustomerID|ProjectType|Status|StartDateStr|CompletionDateStr|BidAmount|FinalAmount|CostOverrunAmount|ProfitMargin|Warranty|ServicePlan|ConstructionType|SquareFootage|City|Neighborhood|ArchitecturalFirm|GeneralContractor|BidWinDate|EstimatedHours|ActualHours|DelayImpactHours|EstimatedCompletionDate|DelayReason|CustomerSatisfaction
977|743|Custom Wine Cellar Monitoring|Completed|2024-10-05|2025-04-06|301451.09|310749.27|0|TBD|2 years|Basic|System Upgrade|12483|Seattle|Magnolia|Martinez, Anderson and Rodriguez|Crawford, Hicks and Acevedo|2024-09-13|476|410|0|2025-03-01|Material Delays|3
978|627|Whole-Home Automation|Completed|2024-03-30|2024-05-29|199135.32|215312.02|0|TBD|1 years|None|System Upgrade|12278|Bellevue|Bridle Trails|N/A|Porter-Lawson|2024-03-20|235|232|0|2024-05-19|Client Changes|4
979|560|Biometric Security System|Contract Signed|2023-03-30|N/A|202433.59|TBD|0.0|TBD|TBD|TBD|Addition|5052|Woodinville|Bear Creek|N/A|Boyer-Mendez|2023-03-13|507|TBD|0|2023-07-26|N/A|N/A
980|336|Outdoor Entertainment System|Completed|2022-10-29|2023-04-16|76522.51|82627.14|0|TBD|3 years|Basic|New Construction|6213|Seattle|Queen Anne|Estrada, Landry and Pena|Robinson-Young|2022-10-21|114|146|16|2023-02-27|Inspection Delays|4
981|317|Custom Security System|In Progress|2022-12-20|TBD|355784.94|370300.92|0.0|TBD|TBD|TBD|New Construction|3424|Sammamish|Sahalee|Munoz-Garza|Thompson and Sons|2022-11-14|463|463|0|2023-06-16|N/A|N/A
982|509|Whole-Home Automation|In Progress|2024-10-09|TBD|363915.0|351918.51|0.0|TBD|TBD|TBD|New Construction|7125|Seattle|Hunts Point|N/A|Kirby PLC|2024-08-23|274|274|0|2025-02-25|N/A|N/A
983|204|Golf Simulator Room|Contract Signed|2021-10-19|N/A|335684.61|TBD|0.0|TBD|TBD|TBD|Addition|11230|Kirkland|Houghton|N/A|Brown Group|2021-10-10|177|TBD|0|2022-01-23|N/A|N/A
984|362|Multi-Room Audio Video|Contract Signed|2024-10-21|N/A|206629.23|TBD|0.0|TBD|TBD|TBD|Addition|4034|Redmond|Education Hill|N/A|Simmons-Lane|2024-08-24|154|TBD|0|2025-04-08|N/A|N/A
985|211|Golf Simulator Room|Completed|2022-09-22|2022-12-27|106476.02|133075.88|0|TBD|4 years|Basic|Major Remodel|4152|Seattle|Hunts Point|James Group|Ray PLC|2022-09-06|182|162|0|2023-01-11|N/A|3
986|561|Whole-Home Automation|Completed|2021-08-04|2022-02-07|26357.76|32549.56|0|TBD|3 years|Basic|New Construction|6988|Mercer Island|South End|N/A|Hayden-Andrews|2021-06-16|555|521|0|2022-01-17|Client Changes|4
987|558|Multi-Room Audio Video|Proposal|2025-01-04|N/A|41455.66|TBD|0.0|TBD|TBD|TBD|Major Remodel|7989|Seattle|Hunts Point|Wood Ltd|Lewis Inc|2024-11-19|85|TBD|0|2025-02-12|N/A|N/A
988|778|Smart Home Integration|Contract Signed|2021-04-04|N/A|172969.47|TBD|0.0|TBD|TBD|TBD|Addition|11731|Kirkland|Houghton|Duran Group|Robinson, Flores and Long|2021-03-07|472|TBD|0|2021-07-10|N/A|N/A
989|422|Automated Shading Solutions|Completed|2024-03-09|2024-08-04|261291.44|271621.46|0|TBD|3 years|Standard|System Upgrade|8004|Seattle|Broadmoor|Robertson Ltd|Logan, Brooks and Young|2024-02-11|51|62|0|2024-08-08|N/A|3
990|739|Automated Lighting Control|Completed|2021-04-03|2021-06-17|61441.79|65600.16|0|TBD|3 years|Premium|Addition|12358|Bellevue|Bridle Trails|Thompson-Norris|Taylor Ltd|2021-03-03|444|393|0|2021-07-17|N/A|5
991|434|Biometric Security System|Completed|2021-10-28|2022-02-13|309424.67|302265.92|0|TBD|1 years|None|Addition|14719|Issaquah|Issaquah Highlands|Rowe-Blanchard|Castillo-Martinez|2021-10-17|277|382|54|2021-12-29|Subcontractor Issues|3
992|40|Integrated Climate Control|Completed|2023-06-16|2023-09-04|243025.83|285586.47|0|TBD|2 years|Premium|New Construction|7550|Redmond|Education Hill|Hansen Group|Bond, Lawrence and Roberts|2023-04-30|262|292|21|2023-08-01|Client Changes|3
993|320|Home Network Infrastructure|Completed|2021-08-28|2022-01-20|58313.41|66735.74|0|TBD|4 years|Standard|Addition|12482|Mercer Island|North End|N/A|Martinez-Hall|2021-08-11|389|418|16|2021-12-17|Client Changes|5
994|678|Smart Water Management|In Progress|2021-03-24|TBD|244902.35|264845.86|0.0|TBD|TBD|TBD|New Construction|11836|Sammamish|Trossachs|Owen and Sons|Walker, Alexander and Stevens|2021-02-11|396|396|0|2021-05-20|N/A|N/A
995|258|Automated Lighting Control|Design Phase|2021-10-15|N/A|299215.92|TBD|0.0|TBD|TBD|TBD|Major Remodel|10340|Seattle|Hunts Point|Rogers-Cantu|Bradley LLC|2021-08-29|353|TBD|0|2022-01-24|N/A|N/A
996|191|Custom Wine Cellar Monitoring|In Progress|2023-04-21|TBD|371562.25|339957.42|0.0|TBD|TBD|TBD|System Upgrade|6231|Kirkland|Houghton|Griffith, Anthony and Brooks|Wong, Stewart and Sanford|2023-03-01|470|470|0|2023-08-09|Client Changes|N/A
997|467|Home Network Infrastructure|In Progress|2022-12-11|TBD|120570.13|126823.41|0.0|TBD|TBD|TBD|New Construction|10375|Woodinville|Bear Creek|Keller, Hardy and Norman|Miller, Turner and Jones|2022-11-12|384|384|0|2023-04-09|N/A|N/A
998|178|Custom Wine Cellar Monitoring|Completed|2023-10-28|2024-06-03|303792.18|360813.28|7904.03|TBD|1 years|Premium|System Upgrade|11101|Woodinville|Bear Creek|Caldwell and Sons|Davidson-Clark|2023-10-08|208|259|46|2024-04-12|Weather|3
999|130|Golf Simulator Room|Completed|2021-08-05|2022-01-13|167163.01|163591.83|0|TBD|1 years|Basic|Addition|7212|Bellevue|West Bellevue|N/A|Shaw Ltd|2021-07-15|543|668|114|2021-12-06|Material Delays|3
1000|293|Custom Security System|Completed|2022-09-08|2023-04-12|201516.73|224322.46|2761.63|TBD|1 years|Premium|System Upgrade|10589|Woodinville|Bear Creek|Jones LLC|Bell-Vincent|2022-08-29|100|99|0|2023-02-12|Subcontractor Issues|3
1001|476|Home Network Infrastructure|Completed|2022-04-05|2022-05-21|237865.04|293479.35|5944.88|TBD|5 years|None|New Construction|7272|Seattle|Magnolia|Yoder Group|Williams LLC|2022-01-27|514|475|0|2022-05-12|Subcontractor Issues|5
1002|787|Automated Shading Solutions|Completed|2024-05-03|2024-10-11|331594.45|329082.35|0|TBD|4 years|Premium|Major Remodel|3969|Seattle|Hunts Point|N/A|Johnson, Cobb and James|2024-04-07|186|199|9|2024-10-08|Weather|4
1003|475|Voice Control Integration|Contract Signed|2022-05-17|N/A|270521.7|TBD|0.0|TBD|TBD|TBD|System Upgrade|4587|Redmond|Education Hill|Bond, Hayes and Gomez|Lopez-Carr|2022-04-22|310|TBD|0|2022-07-07|N/A|N/A
1004|390|Automated Lighting Control|Completed|2021-06-15|2021-10-16|285076.53|286243.91|0|TBD|4 years|Basic|Addition|7849|Seattle|Medina|Gonzalez Inc|Herrera-Wu|2021-05-02|98|97|0|2021-11-13|N/A|3
1005|105|Smart Home Integration|Completed|2021-07-07|2021-08-30|58340.46|72493.19|0|TBD|3 years|Premium|Major Remodel|3454|Bellevue|Newport Shores|Bray-Drake|Stewart, Smith and Armstrong|2021-06-28|250|223|0|2021-09-14|N/A|4
1006|205|Automated Shading Solutions|Completed|2023-04-04|2023-05-30|114070.83|134187.81|0|TBD|2 years|Premium|Addition|13714|Seattle|Magnolia|Perez-Livingston|Moon, Adams and Rodriguez|2023-03-26|94|99|0|2023-06-25|N/A|3
1007|319|Custom Security System|Contract Signed|2024-10-03|N/A|323283.36|TBD|0.0|TBD|TBD|TBD|New Construction|14229|Bellevue|Beaux Arts|Jones, Evans and Hodge|Watkins, Green and Lee|2024-09-23|162|TBD|0|2025-02-18|N/A|N/A
1008|131|Smart Water Management|In Progress|2021-10-18|TBD|93757.57|98692.76|0.0|TBD|TBD|TBD|System Upgrade|11770|Seattle|Broadmoor|N/A|Skinner-Hernandez|2021-09-15|586|586|0|2021-12-08|N/A|N/A
1009|380|Automated Shading Solutions|In Progress|2024-07-03|TBD|373018.97|349367.51|0.0|TBD|TBD|TBD|Major Remodel|5188|Seattle|Queen Anne|Rodriguez PLC|Wagner Ltd|2024-06-09|149|149|0|2024-12-16|N/A|N/A
1010|135|Luxury Home Theater|Completed|2022-12-14|2023-04-27|338148.33|405989.34|0|TBD|4 years|Basic|Addition|6470|Bellevue|Somerset|Perry, English and Dean|Lewis and Sons|2022-11-14|381|360|0|2023-03-06|Material Delays|3
1011|545|Integrated Climate Control|Completed|2022-07-29|2023-01-28|29000.95|31886.5|0|TBD|4 years|Basic|New Construction|10123|Seattle|Medina|N/A|Willis, Wood and Maddox|2022-07-01|544|607|36|2022-12-27|Material Delays|5
1012|576|Custom Wine Cellar Monitoring|In Progress|2021-10-05|TBD|150690.91|146622.45|0.0|TBD|TBD|TBD|Major Remodel|11140|Kirkland|Houghton|Clark-Parker|Barron, Jones and Davis|2021-08-05|484|484|0|2022-03-23|N/A|N/A
1013|774|Outdoor Entertainment System|Completed|2024-08-27|2025-02-14|333302.46|346184.07|0|TBD|1 years|None|Major Remodel|12880|Kirkland|Juanita|Porter, Wyatt and Evans|Foster-Day|2024-08-08|61|55|0|2025-01-01|Client Changes|4
1014|128|Biometric Security System|Completed|2024-03-20|2024-08-03|367385.39|395379.84|0|TBD|5 years|Standard|New Construction|14577|Redmond|Sammamish Valley|Mitchell-Fitzpatrick|Martin, Lopez and Collier|2024-02-09|184|232|29|2024-06-14|Client Changes|4
1015|160|Automated Shading Solutions|In Progress|2021-04-27|TBD|107344.57|110234.75|0.0|TBD|TBD|TBD|System Upgrade|7381|Seattle|Broadmoor|Kerr-Campbell|Smith and Sons|2021-03-30|100|100|0|2021-08-30|N/A|N/A
1016|505|Voice Control Integration|Completed|2022-05-13|2022-11-28|327043.58|394599.69|0|TBD|5 years|Basic|Major Remodel|10350|Woodinville|Hollywood Hill|N/A|Rivas LLC|2022-04-10|310|334|8|2022-10-17|Material Delays|4
1017|419|Whole-Home Automation|Completed|2022-08-13|2022-10-01|75976.41|88124.69|5238.93|TBD|2 years|Basic|Major Remodel|10795|Bellevue|Newport Shores|N/A|King, Price and Fletcher|2022-07-30|489|558|0|2022-10-18|N/A|3
1018|725|Smart Home Integration|Completed|2022-07-09|2022-10-22|76702.05|83008.54|0|TBD|3 years|Premium|New Construction|3260|Bellevue|Somerset|N/A|Thomas and Sons|2022-06-26|81|101|12|2022-10-17|Material Delays|5
1019|326|Multi-Room Audio Video|Completed|2021-09-26|2022-01-06|179507.22|229040.16|0|TBD|3 years|Standard|Addition|7471|Seattle|Laurelhurst|Mitchell, Henry and Dalton|Sanchez-Phillips|2021-08-29|78|100|9|2021-12-06|Material Delays|5
1020|2|Golf Simulator Room|Completed|2022-03-21|2022-06-11|300147.93|345909.61|21931.67|TBD|4 years|Standard|New Construction|3672|Seattle|Medina|Cruz-Gentry|Howe, Whitaker and Green|2022-03-01|507|635|0|2022-06-17|N/A|3
1021|352|Home Network Infrastructure|Contract Signed|2025-03-30|N/A|367960.31|TBD|0.0|TBD|TBD|TBD|Addition|12326|Mercer Island|North End|Williams, Stanley and Butler|House PLC|2025-03-17|238|TBD|0|2025-07-03|N/A|N/A
1022|582|Integrated Climate Control|Proposal|2023-10-15|N/A|57550.42|TBD|0.0|TBD|TBD|TBD|New Construction|8834|Seattle|Laurelhurst|Williams PLC|Rodriguez-Lee|2023-10-08|527|TBD|0|2024-02-13|N/A|N/A
1023|282|Integrated Climate Control|Completed|2021-05-15|2021-10-03|188616.28|235298.22|0|TBD|5 years|Standard|New Construction|5132|Sammamish|Sahalee|N/A|Jones Ltd|2021-03-25|71|92|11|2021-08-09|Client Changes|4
1024|734|Custom Wine Cellar Monitoring|In Progress|2025-02-28|TBD|263336.65|289548.31|0.0|TBD|TBD|TBD|New Construction|11609|Seattle|Broadmoor|Miller, Thompson and Gaines|Carter Inc|2025-01-26|92|33|0|2025-06-25|N/A|N/A
1025|599|Whole-Home Automation|Proposal|2024-05-29|N/A|223145.6|TBD|0.0|TBD|TBD|TBD|Addition|4399|Seattle|Laurelhurst|N/A|Morgan-Jones|2024-05-15|216|TBD|0|2024-08-05|N/A|N/A
1026|360|Multi-Room Audio Video|In Progress|2022-07-26|TBD|102941.7|94199.61|0.0|TBD|TBD|TBD|System Upgrade|13169|Woodinville|Bear Creek|Williams, Lawson and Graham|Greer, Rice and Best|2022-07-04|371|371|0|2022-10-26|N/A|N/A
1027|227|Golf Simulator Room|Completed|2023-01-09|2023-02-14|334782.34|421857.99|2918.67|TBD|5 years|Premium|System Upgrade|3193|Seattle|Laurelhurst|N/A|Nelson-Lee|2022-11-27|242|232|0|2023-02-15|N/A|5
1028|255|Whole-Home Automation|Completed|2021-04-07|2021-10-26|233067.81|268322.61|5909.73|TBD|3 years|Basic|System Upgrade|13135|Kirkland|Houghton|Gonzalez, Myers and Simon|Taylor LLC|2021-03-29|473|571|66|2021-09-23|Subcontractor Issues|4
1029|232|Smart Water Management|In Progress|2024-06-27|TBD|54965.5|59486.65|0.0|TBD|TBD|TBD|System Upgrade|14301|Seattle|Broadmoor|Mcbride, Jones and Conway|Blake, Flores and Wilson|2024-06-11|171|171|0|2024-11-04|N/A|N/A
1030|263|Biometric Security System|Completed|2022-07-08|2022-12-24|112601.24|114592.32|865.94|TBD|1 years|None|System Upgrade|4746|Kirkland|Juanita|N/A|Salazar, Estrada and Acosta|2022-06-03|87|120|16|2022-10-28|Subcontractor Issues|3
1031|297|Home Network Infrastructure|Completed|2023-06-24|2024-01-25|245188.96|315118.72|13821.33|TBD|3 years|None|Addition|10499|Sammamish|Trossachs|N/A|Jackson, Brown and Murphy|2023-06-03|469|530|53|2023-12-14|Material Delays|5
1032|265|Smart Home Integration|Completed|2023-10-30|2024-03-06|372845.13|390577.23|7478.6|TBD|4 years|Premium|Addition|7357|Bellevue|Somerset|N/A|Pratt, Watkins and Jackson|2023-08-28|500|593|40|2024-01-28|Weather|4
1033|714|Biometric Security System|Completed|2023-06-18|2023-08-26|143470.57|176559.22|0|TBD|5 years|Standard|System Upgrade|9453|Issaquah|Squak Mountain|N/A|Roy, Day and Garcia|2023-05-25|490|495|0|2023-09-25|N/A|4
1034|800|Biometric Security System|Completed|2021-10-13|2022-02-06|344843.03|447116.13|0|TBD|2 years|Basic|Major Remodel|7082|Seattle|Medina|Moore-Aguilar|Nelson, Rodriguez and Rodriguez|2021-10-03|202|278|43|2022-01-07|Subcontractor Issues|3
1035|418|Smart Water Management|Completed|2024-09-13|2025-04-23|302306.06|327467.03|6789.09|TBD|3 years|Standard|New Construction|8466|Redmond|Sammamish Valley|Potter and Sons|Ali, Steele and Sanders|2024-07-19|397|363|0|2025-03-09|Weather|5
1036|632|Biometric Security System|Completed|2021-04-05|2021-06-21|141192.22|143474.85|0|TBD|1 years|Standard|System Upgrade|10105|Woodinville|Hollywood Hill|N/A|Perkins, Carpenter and Mitchell|2021-02-15|71|96|0|2021-06-26|N/A|4
1037|285|Luxury Home Theater|Cancelled|2024-05-18|2024-05-25|173551.09|TBD|0.0|TBD|TBD|TBD|New Construction|11171|Bellevue|West Bellevue|N/A|Gutierrez and Sons|2024-03-22|491|7|0|2024-10-08|Scope Change Rejected|N/A
1038|191|Biometric Security System|Completed|2022-05-22|2022-07-11|222793.43|218082.88|0|TBD|3 years|Standard|Addition|6905|Redmond|Education Hill|N/A|Bullock and Sons|2022-05-04|92|115|2|2022-06-29|Subcontractor Issues|4
1039|501|Golf Simulator Room|Completed|2023-01-03|2023-05-08|61434.56|61571.82|0|TBD|3 years|None|Addition|8039|Seattle|Hunts Point|Johnson, Cole and Wu|Williams PLC|2022-11-24|348|437|0|2023-06-07|N/A|4
1040|15|Outdoor Entertainment System|Completed|2022-04-24|2022-09-12|46775.13|47072.7|32.55|TBD|2 years|Basic|Major Remodel|5009|Bellevue|Beaux Arts|Turner, Parker and Montgomery|Palmer, Meyer and Powell|2022-01-30|151|170|15|2022-07-27|Weather|4
1041|683|Home Network Infrastructure|In Progress|2021-09-09|TBD|356623.85|346004.05|0.0|TBD|TBD|TBD|Addition|10913|Seattle|Hunts Point|Phillips, Jones and Daniels|Lopez-Lloyd|2021-09-01|46|46|0|2021-11-13|N/A|N/A
1042|703|Whole-Home Automation|On Hold|2025-02-12|N/A|125834.28|123762.79|0.0|TBD|TBD|TBD|Major Remodel|12449|Seattle|Hunts Point|N/A|Wright Group|2025-01-28|439|TBD|0|2025-06-19|N/A|N/A
1043|411|Custom Wine Cellar Monitoring|In Progress|2022-09-28|TBD|293551.37|287650.9|0.0|TBD|TBD|TBD|System Upgrade|10763|Woodinville|Hollywood Hill|N/A|Eaton-Murphy|2022-09-07|543|543|0|2023-02-07|N/A|N/A
1044|319|Multi-Room Audio Video|On Hold|2023-09-12|N/A|19603.01|20274.27|0.0|TBD|TBD|TBD|System Upgrade|13498|Seattle|Broadmoor|Lynn, Gentry and Collins|Benson-Ray|2023-08-08|401|TBD|0|2023-10-23|N/A|N/A
1045|709|Multi-Room Audio Video|Completed|2022-10-19|2022-12-22|188965.25|199297.91|860.77|TBD|5 years|None|Addition|4261|Mercer Island|North End|Lee-Hernandez|Castro Inc|2022-09-10|542|479|0|2022-12-06|Inspection Delays|3
1046|390|Integrated Climate Control|Contract Signed|2024-05-28|N/A|254313.23|TBD|0.0|TBD|TBD|TBD|Addition|14232|Bellevue|West Bellevue|N/A|Garcia Inc|2024-05-09|518|TBD|0|2024-11-11|N/A|N/A
1047|248|Smart Home Integration|In Progress|2021-10-14|TBD|111183.54|101301.76|0.0|TBD|TBD|TBD|New Construction|11912|Mercer Island|South End|N/A|Edwards, Taylor and Garcia|2021-09-20|247|247|0|2022-03-03|N/A|N/A
1048|332|Home Network Infrastructure|Contract Signed|2021-06-11|N/A|262873.17|TBD|0.0|TBD|TBD|TBD|Addition|8794|Bellevue|West Bellevue|Poole-Ferguson|Eaton and Sons|2021-05-31|560|TBD|0|2021-08-08|N/A|N/A
1049|466|Custom Security System|In Progress|2023-10-18|TBD|143117.63|136719.7|0.0|TBD|TBD|TBD|Addition|12971|Kirkland|Houghton|N/A|White-King|2023-09-23|336|336|0|2023-12-21|N/A|N/A
1050|407|Automated Lighting Control|In Progress|2023-12-08|TBD|256086.51|253847.11|0.0|TBD|TBD|TBD|New Construction|13759|Seattle|Magnolia|N/A|Dudley, Acosta and Hernandez|2023-11-03|503|503|0|2024-01-25|N/A|N/A
1051|126|Home Network Infrastructure|Completed|2024-06-18|2024-10-28|41665.51|49109.65|0|TBD|5 years|None|System Upgrade|14182|Bellevue|Newport Shores|Mcdowell, Morse and Foster|Woods-Miller|2024-06-09|248|308|36|2024-09-19|Material Delays|5
1052|442|Whole Home Battery Backup|Completed|2025-03-16|2025-04-29|171603.54|220020.15|0|TBD|5 years|Basic|Addition|14206|Issaquah|Issaquah Highlands|Duarte and Sons|Cooley LLC|2025-02-01|482|480|0|2025-05-13|N/A|4
1053|738|Smart Home Integration|Completed|2023-01-12|2023-06-09|315962.61|300598.49|0|TBD|5 years|Premium|Addition|4262|Sammamish|Sahalee|N/A|Pineda LLC|2022-12-31|508|553|0|2023-06-15|N/A|5
1054|706|Luxury Home Theater|Completed|2021-09-18|2022-01-28|250096.42|316287.67|0|TBD|3 years|Premium|Addition|5810|Bellevue|Bridle Trails|Allen Group|Marsh-Li|2021-08-26|592|651|6|2021-12-05|Weather|3
1055|535|Golf Simulator Room|Proposal|2021-03-15|N/A|96488.91|TBD|0.0|TBD|TBD|TBD|Major Remodel|12857|Seattle|Queen Anne|Cruz-Collins|Montgomery Ltd|2021-01-16|475|TBD|0|2021-07-09|N/A|N/A
1056|63|Whole Home Battery Backup|Completed|2022-01-22|2022-06-10|132164.33|169241.7|0|TBD|2 years|Premium|System Upgrade|4073|Mercer Island|North End|Pearson Ltd|Guerrero, Potter and Snyder|2021-12-13|171|168|0|2022-05-30|Material Delays|3
1057|5|Integrated Climate Control|Completed|2022-08-03|2022-09-26|363502.07|410910.73|0|TBD|1 years|Standard|Addition|3400|Seattle|Broadmoor|Browning, Simmons and Foster|Turner-Mata|2022-07-03|394|441|0|2022-10-20|N/A|4
1058|707|Whole Home Battery Backup|Proposal|2022-02-19|N/A|51946.97|TBD|0.0|TBD|TBD|TBD|Major Remodel|6860|Mercer Island|North End|Walter, Grimes and Tucker|Jones Group|2022-02-06|519|TBD|0|2022-03-24|N/A|N/A
1059|571|Custom Wine Cellar Monitoring|Completed|2021-09-22|2022-04-15|163102.91|179926.95|0|TBD|3 years|Basic|Addition|6690|Bellevue|Beaux Arts|N/A|Morgan, Leon and Cameron|2021-08-16|526|633|62|2022-02-24|Subcontractor Issues|4
1060|213|Multi-Room Audio Video|Completed|2022-08-14|2022-10-26|240259.27|243318.07|0|TBD|2 years|Standard|Major Remodel|4130|Bellevue|Somerset|N/A|Smith and Sons|2022-07-26|224|240|3|2022-10-07|Material Delays|5
1061|461|Whole Home Battery Backup|Completed|2022-04-01|2022-10-18|86125.8|103066.71|0|TBD|3 years|None|New Construction|5156|Sammamish|Sahalee|N/A|Johnson, Moody and Bond|2022-03-15|91|85|0|2022-09-23|Inspection Delays|3
1062|35|Automated Shading Solutions|Completed|2024-11-11|2025-01-31|312052.18|305654.03|0|TBD|4 years|Premium|New Construction|9904|Mercer Island|North End|N/A|Watts PLC|2024-10-15|492|580|72|2025-01-17|Material Delays|4
1063|216|Home Network Infrastructure|In Progress|2024-12-17|TBD|86363.83|82066.12|0.0|TBD|TBD|TBD|Major Remodel|9427|Bellevue|West Bellevue|N/A|Roy, Levy and Thomas|2024-11-11|130|93|0|2025-04-09|N/A|N/A
1064|559|Custom Wine Cellar Monitoring|Completed|2025-03-14|2025-07-31|163153.22|183560.27|0|TBD|2 years|Standard|Addition|11333|Seattle|Clyde Hill|Brock-Taylor|White-Reed|2025-02-20|135|126|0|2025-07-29|Client Changes|4
1065|682|Voice Control Integration|Contract Signed|2023-09-15|N/A|96850.44|TBD|0.0|TBD|TBD|TBD|New Construction|3714|Issaquah|Squak Mountain|Kim Ltd|Watkins, Clark and Thompson|2023-08-26|232|TBD|0|2023-12-09|N/A|N/A
1066|565|Golf Simulator Room|On Hold|2024-07-22|N/A|254325.75|253097.07|0.0|TBD|TBD|TBD|Addition|8418|Bellevue|Bridle Trails|Goodwin-Ashley|Reeves, Carpenter and Flores|2024-06-09|566|TBD|0|2024-11-16|N/A|N/A
1067|189|Whole-Home Automation|Contract Signed|2023-09-09|N/A|105429.82|TBD|0.0|TBD|TBD|TBD|System Upgrade|9900|Sammamish|Trossachs|N/A|Robinson Ltd|2023-08-12|513|TBD|0|2023-12-27|N/A|N/A
1068|507|Smart Home Integration|In Progress|2023-02-15|TBD|139647.09|146589.35|0.0|TBD|TBD|TBD|Major Remodel|8454|Seattle|Madison Park|Ballard and Sons|Ray, Velez and Wong|2023-01-12|581|581|0|2023-06-30|N/A|N/A
1069|721|Custom Security System|Proposal|2025-03-29|N/A|306733.55|TBD|0.0|TBD|TBD|TBD|Addition|9486|Issaquah|Squak Mountain|N/A|Sims, Waters and Stevens|2025-02-15|415|TBD|0|2025-09-06|N/A|N/A
1070|189|Outdoor Entertainment System|Completed|2023-01-10|2023-06-15|226312.44|246297.31|2560.93|TBD|3 years|Standard|Major Remodel|4446|Seattle|Medina|N/A|Simmons, Smith and Wilkerson|2022-11-04|375|321|0|2023-05-24|Weather|4
1071|47|Voice Control Integration|In Progress|2021-09-19|TBD|325737.48|306060.34|0.0|TBD|TBD|TBD|Major Remodel|6765|Redmond|Sammamish Valley|Sellers, Hill and Curtis|Bell Group|2021-08-11|386|386|0|2021-12-25|N/A|N/A
1072|499|Automated Lighting Control|Contract Signed|2022-08-07|N/A|37658.4|TBD|0.0|TBD|TBD|TBD|Addition|3757|Issaquah|Issaquah Highlands|Hall, Meyer and Guzman|Young, Hoover and Swanson|2022-07-21|354|TBD|0|2022-12-24|N/A|N/A
1073|267|Outdoor Entertainment System|Completed|2024-04-24|2024-08-12|240310.52|259354.7|9419.71|TBD|2 years|Standard|System Upgrade|12302|Bellevue|Newport Shores|Lane, Lopez and Miller|Flores LLC|2024-04-09|56|72|11|2024-06-24|Weather|4
1074|402|Biometric Security System|Completed|2023-06-05|2023-11-13|185238.85|216413.77|15228.79|TBD|3 years|None|Major Remodel|8090|Bellevue|Bridle Trails|Mcdonald, Brown and Smith|Lucero-Barajas|2023-04-27|242|213|0|2023-09-27|Inspection Delays|3
1075|186|Outdoor Entertainment System|Completed|2022-09-25|2023-02-15|340336.47|411872.16|0|TBD|5 years|None|New Construction|11673|Bellevue|Beaux Arts|Simpson LLC|Cummings PLC|2022-09-05|481|626|144|2022-12-20|Material Delays|3
1076|729|Multi-Room Audio Video|Completed|2024-07-20|2025-01-05|137144.84|165539.72|3479.05|TBD|2 years|Standard|System Upgrade|14761|Kirkland|Juanita|Knight-Hopkins|Salazar, Durham and Gonzalez|2024-07-13|528|558|0|2025-01-12|N/A|5
1077|614|Home Network Infrastructure|Completed|2021-04-23|2021-07-23|339025.41|438139.27|0|TBD|2 years|Basic|New Construction|3753|Bellevue|Somerset|N/A|Bryant-Wagner|2021-04-05|518|495|0|2021-07-31|N/A|5
1078|631|Biometric Security System|Proposal|2023-03-03|N/A|78705.15|TBD|0.0|TBD|TBD|TBD|Addition|11518|Mercer Island|South End|N/A|Rubio, Martinez and Jones|2023-02-10|427|TBD|0|2023-04-14|N/A|N/A
1079|725|Integrated Climate Control|On Hold|2022-07-11|N/A|267146.64|282978.5|0.0|TBD|TBD|TBD|System Upgrade|4366|Redmond|Education Hill|Michael, Cain and Barr|Jones-Harrington|2022-06-11|59|TBD|0|2022-10-14|N/A|N/A
1080|125|Integrated Climate Control|In Progress|2021-06-27|TBD|272756.1|258318.32|0.0|TBD|TBD|TBD|New Construction|11920|Seattle|Magnolia|Tran-Singh|Goodman-Martin|2021-04-07|319|319|0|2021-10-11|N/A|N/A
1081|565|Smart Home Integration|Contract Signed|2025-02-26|N/A|312958.61|TBD|0.0|TBD|TBD|TBD|Major Remodel|11093|Redmond|Sammamish Valley|N/A|Aguilar-Rogers|2025-02-19|470|TBD|0|2025-07-26|N/A|N/A
1082|405|Outdoor Entertainment System|Completed|2021-07-06|2021-08-18|27952.75|32691.13|235.51|TBD|1 years|Basic|Major Remodel|6543|Seattle|Hunts Point|Montoya and Sons|Johnson, Murphy and Jones|2021-06-12|203|181|0|2021-09-14|N/A|3
1083|437|Outdoor Entertainment System|In Progress|2024-11-05|TBD|45813.99|45676.86|0.0|TBD|TBD|TBD|Major Remodel|7004|Seattle|Madison Park|Davis-Gutierrez|Barker, Rodriguez and Adkins|2024-10-27|338|338|0|2024-12-22|N/A|N/A
1084|596|Smart Water Management|Completed|2021-03-13|2021-07-14|163477.32|188220.15|0|TBD|4 years|None|New Construction|14454|Seattle|Medina|Johnson Group|Parker-Rodriguez|2021-03-05|396|341|0|2021-05-28|Client Changes|5
1085|292|Home Network Infrastructure|Completed|2025-03-20|2025-08-28|381752.69|467439.1|0|TBD|3 years|Standard|Addition|4863|Bellevue|Somerset|N/A|Madden Group|2025-03-06|425|558|54|2025-08-15|Weather|4
1086|10|Whole Home Battery Backup|Completed|2022-09-16|2022-12-13|68322.74|88039.1|0|TBD|1 years|Standard|System Upgrade|3872|Seattle|Clyde Hill|N/A|Morales LLC|2022-09-04|156|216|3|2022-11-14|Inspection Delays|4
